id,val,epsilon,univ,query,time_update,time_query,mem_usage,comp_count,comp_mem_avg,value
7,0,0.05,100000,12499,898133583,15,73640,777,0,4213809809
4,3,0.2,1000000,999999,135846133,3,224,17931,0,3262120281
1,0,0.2,10000,1249,105734579,5,16328,343,0,3177475371
8,3,0.2,100000,49999,134254497,3,200,16939,0,1860678
6,3,0.01,100000,49999,132654950,3,216,2105,0,2543241265
4,3,0.1,10000,4999,131827930,3,192,20046,0,2868466044
5,0,0.05,100000,16666,900552104,25,73640,777,0,784751178
4,3,0.01,100000,99999,135351538,3,216,2105,0,1305028857
9,3,0.01,10000,9999,134528425,3,192,2281,0,3422698
7,3,0.1,10000,2499,129676868,3,192,20046,0,640115914
2,0,0.01,100000,16666,1030953170,43,89400,155,0,3530829676
4,0,0.01,10000,1666,140005104,15,37856,17,0,718823673
5,3,0.05,1000000,166666,146324189,3,240,8946,0,3776571191
9,0,0.1,10000,2499,106219851,13,16616,171,0,999913583
5,3,0.2,10000,9999,132230346,3,192,17761,0,1384787
2,0,0.05,10000,1249,100694065,8,19208,85,0,373701658
3,0,0.01,10000,9999,133786287,29,37856,17,0,2779732145
9,3,0.2,1000000,249999,154448254,2,224,17931,0,3262084419
7,0,0.01,100000,99999,1075338475,81,89400,155,0,3266543219
8,0,0.01,10000,1249,144554673,12,37856,17,0,1432234107
5,0,0.2,10000,9999,108558490,30,16328,343,0,1972269403
8,3,0.1,10000,4999,140425293,3,192,20046,0,2868466044
2,0,0.2,100000,12499,1032290068,17,92728,3109,0,917583733
5,0,0.1,10000,1666,100468210,7,16616,171,0,3562688962
7,3,0.01,1000000,499999,145434375,2,240,1789,0,3033671981
3,3,0.01,1000000,166666,143220885,3,240,1789,0,3033670193
6,0,0.01,100000,99999,1087864342,81,89400,155,0,3266543219
1,3,0.1,100000,12499,151443873,3,216,18629,0,353387
7,0,0.1,100000,16666,978757712,24,82208,1554,0,3839437712
