id,val,epsilon,univ,query,time_update,time_query,mem_usage,comp_count,comp_mem_avg,value
3,7,0.1,10000,1614536,6514845,856540,24744088,0,0,3093008,3093008
4,5,0.05,10000,941468,6299167,908843,28603320,0,0,3575412,3575412
1,0,0.05,1000000,613375,6718437,783334,18716496,0,0,1504081,2339559
1,0,0.05,10000,2147,6854532,966,192152,0,0,5019,24016
3,5,0.05,100000,406156,7402412,815684,28617888,0,0,3577233,3577233
0,0,0.01,1000000,65491,6647757,848513,18716496,0,0,169583,2339559
2,6,0.2,10000,3390659,6554247,1712372,27125304,0,0,3390660,3390660
1,6,0.2,1000000,3551579,6053455,1255204,28412664,0,0,3551580,3551580
5,3,0.05,1000000,3395752,6688628,518066,28618392,0,0,3577296,3577296
3,0,0.1,1000000,1304823,6777217,1019275,18716496,0,0,2339559,2339559
1,0,0.1,1000000,2050374,6408858,979314,18716496,0,0,2339559,2339559
9,3,0.2,1000000,3577295,6283924,689344,28618392,0,0,3577296,3577296
8,5,0.01,100000,2712332,6535965,1103434,28617888,0,0,3577233,3577233
1,6,0.2,1000000,2437296,7522551,1520443,28412664,0,0,3551580,3551580
5,3,0.01,100000,3538840,6603015,587990,28618392,0,0,3577296,3577296
5,4,0.2,10000,1677330,6809046,969741,28602776,0,0,3575344,3575344
1,5,0.05,100000,3577232,7469791,926825,28617888,0,0,3577233,3577233
1,0,0.2,1000000,1005800,7791160,1188685,18716496,0,0,2339559,2339559
1,6,0.2,1000000,1463483,7058748,1235901,28412664,0,0,3551580,3551580
6,6,0.05,100000,373852,6715494,1393646,28177448,0,0,3522178,3522178
5,4,0.2,100000,3577211,6548097,1205931,28617720,0,0,3577212,3577212
2,5,0.01,10000,1832172,6005167,752733,28603320,0,0,3575412,3575412
9,6,0.01,100000,3522177,6273946,1018039,28177448,0,0,3522178,3522178
2,4,0.1,10000,396349,6723715,969596,28602776,0,0,3575344,3575344
3,3,0.01,100000,3538840,6416572,517771,28618392,0,0,3577296,3577296
0,5,0.01,100000,2712332,6529175,833332,28617888,0,0,3577233,3577233
4,5,0.2,1000000,2714523,5956546,878414,28618392,0,0,3577296,3577296
8,4,0.05,10000,569838,6445076,780319,28602776,0,0,3575344,3575344
0,0,0.1,100000,67102,6884382,86464,2114328,0,0,172430,264288
3,0,0.05,10000,23636,6454602,8794,192152,0,0,24016,24016
3,5,0.01,10000,1832172,6938244,966926,28603320,0,0,3575412,3575412
5,6,0.05,10000,2762264,6732195,1112579,27125304,0,0,3390660,3390660
9,4,0.05,10000,1832068,6305177,962087,28602776,0,0,3575344,3575344
6,6,0.2,10000,1182085,5897332,734089,27125304,0,0,3390660,3390660
5,6,0.2,100000,2008010,6829510,1301705,28177448,0,0,3522178,3522178
7,0,0.01,10000,536,6915209,958,192152,0,0,1265,24016
1,6,0.1,100000,3522177,6357433,1146603,28177448,0,0,3522178,3522178
3,4,0.1,1000000,396185,6908573,1123252,28618392,0,0,3577294,3577296
2,5,0.01,10000,2712332,5937593,1062132,28603320,0,0,3575412,3575412
7,0,0.2,100000,259904,5867909,123864,2114328,0,0,264288,264288
6,0,0.01,10000,12319,6674920,964,192152,0,0,24016,24016
4,3,0.01,1000000,3538840,6292267,566208,28618392,0,0,3577296,3577296
7,6,0.2,100000,1178761,6478596,1232617,28177448,0,0,3522178,3522178
6,3,0.05,1000000,3395752,6418095,615868,28618392,0,0,3577296,3577296
1,5,0.1,1000000,2749578,6818725,762843,28618392,0,0,3577296,3577296
8,7,0.05,1000000,1004199,6408560,956830,28248248,0,0,3531028,3531028
3,0,0.2,100000,259904,6663891,154711,2114328,0,0,264288,264288
3,0,0.2,100000,112228,5791434,73542,2114328,0,0,264288,264288
9,3,0.01,100000,3538840,6011113,472963,28618392,0,0,3577296,3577296
3,7,0.1,1000000,1405920,5680814,1357445,28248248,0,0,3531028,3531028
5,5,0.01,1000000,1832153,6078665,979824,28618392,0,0,3577296,3577296
7,7,0.01,100000,1728967,6337863,1086460,27368832,0,0,3421101,3421101
0,7,0.2,100000,1833759,6161866,784410,27368832,0,0,3421101,3421101
8,3,0.2,1000000,2859158,5706380,462235,28618392,0,0,3577296,3577296
8,3,0.05,1000000,3395752,5872107,562188,28618392,0,0,3577296,3577296
0,3,0.1,10000,3216888,7641314,535096,28618392,0,0,3577296,3577296
2,0,0.05,1000000,2339558,7393963,1082894,18716496,0,0,2339559,2339559
8,7,0.1,10000,871629,6767900,1014452,24744088,0,0,3093008,3093008
3,4,0.05,10000,1832068,6755488,917679,28602776,0,0,3575344,3575344
9,7,0.01,1000000,3531027,7810363,1576054,28248248,0,0,3531028,3531028
0,0,0.05,10000,6334,7097005,953,192152,0,0,15072,24016
0,3,0.01,10000,3577295,6190271,492310,28618392,0,0,3577296,3577296
6,0,0.01,1000000,1171769,6176835,766881,18716496,0,0,2339559,2339559
1,7,0.05,100000,1870227,6232620,1220310,27368832,0,0,3421101,3421101
0,3,0.01,100000,3538840,6740853,563465,28618392,0,0,3577296,3577296
5,5,0.01,1000000,3577295,5481427,942651,28618392,0,0,3577296,3577296
6,3,0.05,10000,3577295,6103832,487956,28618392,0,0,3577296,3577296
4,0,0.01,10000,12319,7423015,983,192152,0,0,24016,24016
1,4,0.01,10000,1860276,6863202,907896,28602776,0,0,3575344,3575344
6,7,0.01,1000000,1145441,6813575,1453933,28248248,0,0,3531028,3531028
9,3,0.01,10000,3538840,6519076,460130,28618392,0,0,3577296,3577296
0,3,0.1,10000,3577295,6265498,530201,28618392,0,0,3577296,3577296
9,6,0.05,100000,2591403,7254443,1222398,28177448,0,0,3522178,3522178
0,0,0.05,1000000,1165994,7643699,992011,18716496,0,0,2339559,2339559
4,0,0.2,10000,22917,7135895,950,192152,0,0,24016,24016
2,4,0.05,10000,2778730,6678345,1065607,28602776,0,0,3575344,3575344
6,4,0.05,100000,1832094,6496310,922465,28617720,0,0,3577212,3577212
2,0,0.01,100000,7155,6646911,130105,2114328,0,0,16983,264288
5,4,0.2,10000,1677330,6254044,667213,28602776,0,0,3575344,3575344
6,7,0.01,100000,3421100,6731031,1357283,27368832,0,0,3421101,3421101
2,6,0.1,100000,3174390,7185854,1158764,28177448,0,0,3522178,3522178
2,3,0.2,10000,2859158,6668010,574871,28618392,0,0,3577296,3577296
9,4,0.01,10000,2690337,6331766,1223173,28602776,0,0,3575344,3575344
6,4,0.05,100000,3493242,6990590,971065,28617720,0,0,3577212,3577212
5,7,0.1,1000000,828190,5985660,1171890,28248248,0,0,3524573,3531028
7,0,0.1,1000000,589780,6878917,772099,18716496,0,0,1441670,2339559
5,5,0.01,100000,1832154,7245437,1047105,28617888,0,0,3577233,3577233
4,3,0.1,100000,3216888,5295183,646624,28618392,0,0,3577296,3577296
6,0,0.05,100000,263686,7885786,136829,2114328,0,0,264288,264288
0,6,0.05,10000,1659173,6555124,988907,27125304,0,0,3390660,3390660
2,5,0.2,100000,2608931,7493401,1182120,28617888,0,0,3577233,3577233
1,7,0.05,100000,1009860,7436995,1251074,27368832,0,0,3421101,3421101
1,5,0.1,100000,855922,6782100,1272962,28617888,0,0,3577233,3577233
6,3,0.2,1000000,2859158,6898461,611424,28618392,0,0,3577296,3577296
4,7,0.05,100000,1870227,6326830,1301304,27368832,0,0,3421101,3421101
7,0,0.1,10000,11260,6939165,951,192152,0,0,24016,24016
9,5,0.05,1000000,3577295,6881643,806910,28618392,0,0,3577296,3577296
9,7,0.1,1000000,1891099,7485172,1300722,28248248,0,0,3531028,3531028
8,6,0.01,10000,3390659,7032587,1419858,27125304,0,0,3390660,3390660
8,4,0.01,100000,2690337,6374702,818624,28617720,0,0,3577212,3577212
7,3,0.01,1000000,3577295,7188337,411527,28618392,0,0,3577296,3577296
3,7,0.01,1000000,1771731,5790181,942592,28248248,0,0,3531028,3531028
5,7,0.2,1000000,1763586,6288962,1231228,28248248,0,0,3531028,3531028
7,3,0.05,100000,3577295,7214511,614689,28618392,0,0,3577296,3577296
1,3,0.1,100000,3577295,6115365,546505,28618392,0,0,3577296,3577296
6,5,0.2,10000,1215818,7755808,909259,28603320,0,0,3575412,3575412
3,5,0.2,1000000,1599628,7219214,956397,28618392,0,0,3577296,3577296
2,6,0.1,100000,857476,6618613,1226601,28177448,0,0,3522178,3522178
5,0,0.01,1000000,2339558,6668106,888273,18716496,0,0,2339559,2339559
1,6,0.01,10000,1142065,7411229,1442013,27125304,0,0,3390660,3390660
4,0,0.2,10000,22917,7549577,955,192152,0,0,24016,24016
9,6,0.01,100000,511890,6146567,1217632,28177448,0,0,3522178,3522178
2,3,0.01,1000000,3538840,7419254,532941,28618392,0,0,3577296,3577296
2,6,0.2,1000000,2437296,7219269,1642636,28412664,0,0,3551580,3551580
5,6,0.1,1000000,857453,7435581,1301776,28412664,0,0,3549079,3551580
4,7,0.05,100000,2736083,6238038,1122803,27368832,0,0,3421101,3421101
4,6,0.2,1000000,1463483,7463365,1210747,28412664,0,0,3551580,3551580
5,0,0.05,100000,27050,6824009,74785,2114328,0,0,84759,264288
4,7,0.2,100000,1833759,6544926,1208792,27368832,0,0,3421101,3421101
2,6,0.05,10000,3333095,6867567,1242183,27125304,0,0,3390660,3390660
8,7,0.2,100000,3421100,7273108,1088269,27368832,0,0,3421101,3421101
7,5,0.1,10000,855920,6019003,707702,28603320,0,0,3575412,3575412
8,7,0.2,10000,1666939,6836961,1085304,24744088,0,0,3093008,3093008
4,4,0.2,1000000,1677330,6554140,995658,28618392,0,0,3577296,3577296
8,7,0.01,100000,3421100,6121790,1135934,27368832,0,0,3421101,3421101
0,7,0.2,10000,1666939,6999999,995517,24744088,0,0,3093008,3093008
5,0,0.1,10000,24015,7041250,1181,192152,0,0,24016,24016
5,4,0.01,10000,2690337,6706446,980745,28602776,0,0,3575344,3575344
6,6,0.2,100000,1178761,7152934,1293956,28177448,0,0,3522178,3522178
8,7,0.1,10000,3093007,7548995,962570,24744088,0,0,3093008,3093008
0,0,0.2,1000000,1005800,7571727,1330387,18716496,0,0,2339559,2339559
8,6,0.2,100000,3023632,7242451,1294970,28177448,0,0,3522178,3522178
3,5,0.1,10000,1694747,7030289,1075946,28603320,0,0,3575412,3575412
2,5,0.1,10000,855920,6612372,872424,28603320,0,0,3575412,3575412
9,4,0.05,10000,3575343,7674133,881843,28602776,0,0,3575344,3575344
0,0,0.05,10000,17872,7012072,945,192152,0,0,24016,24016
8,3,0.1,100000,3216888,5779091,484723,28618392,0,0,3577296,3577296
0,7,0.1,1000000,828190,6972275,1313068,28248248,0,0,3524573,3531028
1,3,0.01,10000,3538840,6411314,559858,28618392,0,0,3577296,3577296
4,7,0.1,1000000,1405920,6902187,1230812,28248248,0,0,3531028,3531028
1,4,0.05,10000,3575343,7743074,857208,28602776,0,0,3575344,3575344
8,4,0.01,1000000,2690337,6335407,474469,28618392,0,0,3577296,3577296
4,5,0.1,10000,1694747,6218061,949838,28603320,0,0,3575412,3575412
3,0,0.1,10000,24015,6332840,1329,192152,0,0,24016,24016
3,0,0.2,10000,22917,6825789,905,192152,0,0,24016,24016
8,7,0.05,10000,2453694,6517086,851669,24744088,0,0,3093008,3093008
4,3,0.05,100000,3577295,7033051,530418,28618392,0,0,3577296,3577296
2,5,0.1,10000,2749578,7084241,1006977,28603320,0,0,3575412,3575412
0,4,0.01,100000,712606,7515549,1005060,28617720,0,0,3577212,3577212
2,4,0.01,100000,712606,6775710,1068874,28617720,0,0,3577212,3577212
9,5,0.05,10000,3575411,6282004,928218,28603320,0,0,3575412,3575412
9,4,0.2,10000,1677330,6666528,956597,28602776,0,0,3575344,3575344
1,7,0.2,10000,1666939,7493184,1017212,24744088,0,0,3093008,3093008
7,5,0.1,10000,2749578,6842895,686322,28603320,0,0,3575412,3575412
1,0,0.05,1000000,2339558,6505127,907364,18716496,0,0,2339559,2339559
5,5,0.01,100000,548958,6557823,933765,28617888,0,0,3577233,3577233
1,3,0.2,100000,2859158,6302865,521565,28618392,0,0,3577296,3577296
6,4,0.2,1000000,3577295,7347934,893935,28618392,0,0,3577296,3577296
5,3,0.01,1000000,3577295,7742753,523629,28618392,0,0,3577296,3577296
9,0,0.1,100000,67102,7265794,101249,2114328,0,0,172430,264288
9,5,0.01,100000,548958,5890949,580990,28617888,0,0,3577233,3577233
9,6,0.05,1000000,2881517,6205294,1118766,28412664,0,0,3551580,3551580
1,3,0.1,10000,3577295,6564221,408686,28618392,0,0,3577296,3577296
7,7,0.05,100000,2736083,7497670,1336478,27368832,0,0,3421101,3421101
6,7,0.2,100000,595268,6603608,997250,27368832,0,0,3421101,3421101
5,7,0.05,100000,2736083,5592698,793015,27368832,0,0,3421101,3421101
9,0,0.2,10000,22917,6042773,2659,192152,0,0,24016,24016
4,7,0.01,100000,1728967,6389754,1179000,27368832,0,0,3421101,3421101
9,3,0.01,1000000,3538840,7027259,769993,28618392,0,0,3577296,3577296
7,7,0.05,1000000,1004199,6816919,1316936,28248248,0,0,3531028,3531028
1,3,0.2,100000,2859158,6916680,602238,28618392,0,0,3577296,3577296
0,4,0.01,100000,1860257,7316484,1155054,28617720,0,0,3577212,3577212
5,3,0.05,10000,3395752,6560172,542446,28618392,0,0,3577296,3577296
5,0,0.01,1000000,1766293,7749333,1024816,18716496,0,0,2339559,2339559
0,5,0.05,10000,941468,6881563,1000239,28603320,0,0,3575412,3575412
4,5,0.01,100000,548958,6554826,1256393,28617888,0,0,3577233,3577233
0,5,0.1,100000,3577232,6750814,590129,28617888,0,0,3577233,3577233
3,0,0.1,1000000,589780,6753276,1064419,18716496,0,0,1441670,2339559
0,6,0.2,10000,1182085,7234666,1399311,27125304,0,0,3390660,3390660
7,4,0.2,10000,1677330,6768865,845571,28602776,0,0,3575344,3575344
0,3,0.05,10000,3395752,7726300,602843,28618392,0,0,3577296,3577296
2,4,0.2,1000000,1677330,6538384,1095734,28618392,0,0,3577296,3577296
6,0,0.01,100000,7155,6627314,114044,2114328,0,0,16983,264288
0,3,0.1,100000,3577295,6482877,570631,28618392,0,0,3577296,3577296
7,4,0.2,1000000,1677330,6765138,1012476,28618392,0,0,3577296,3577296
8,5,0.1,100000,3577232,6974843,1017898,28617888,0,0,3577233,3577233
1,4,0.01,10000,712625,6411238,980850,28602776,0,0,3575344,3575344
7,3,0.1,10000,3216888,6823969,558148,28618392,0,0,3577296,3577296
5,6,0.1,1000000,3551579,8090804,1400420,28412664,0,0,3551580,3551580
7,0,0.05,10000,6334,7458686,997,192152,0,0,15072,24016
0,5,0.2,1000000,1599628,5956539,941517,28618392,0,0,3577296,3577296
6,3,0.2,10000,2859158,6148161,480618,28618392,0,0,3577296,3577296
8,6,0.2,100000,3522177,7789955,1389641,28177448,0,0,3522178,3522178
4,5,0.1,10000,855920,6401715,808085,28603320,0,0,3575412,3575412
8,5,0.1,1000000,855923,6631996,1090059,28618392,0,0,3577296,3577296
6,6,0.1,1000000,1954606,6766315,1323895,28412664,0,0,3551580,3551580
6,3,0.1,1000000,3216888,5714460,403285,28618392,0,0,3577296,3577296
0,5,0.01,10000,1832172,6387832,1127375,28603320,0,0,3575412,3575412
4,0,0.05,10000,11631,6583628,956,192152,0,0,24016,24016
7,3,0.05,10000,3577295,7133530,557107,28618392,0,0,3577296,3577296
2,6,0.01,1000000,1140448,5632595,1137391,28412664,0,0,3551580,3551580
5,6,0.05,1000000,1027876,7436364,1264763,28412664,0,0,3551580,3551580
0,5,0.1,1000000,3577295,7268942,749233,28618392,0,0,3577296,3577296
1,3,0.05,1000000,3577295,5423010,544254,28618392,0,0,3577296,3577296
7,4,0.1,100000,3577211,6165818,808351,28617720,0,0,3577212,3577212
3,3,0.05,100000,3395752,5778048,484227,28618392,0,0,3577296,3577296
6,3,0.1,10000,3216888,7141047,482266,28618392,0,0,3577296,3577296
7,7,0.2,100000,3421100,6035406,1051404,27368832,0,0,3421101,3421101
9,4,0.2,10000,3575343,6423601,960861,28602776,0,0,3575344,3575344
9,7,0.2,10000,1666939,6714974,854978,24744088,0,0,3093008,3093008
5,4,0.2,100000,1677330,7086681,853882,28617720,0,0,3577212,3577212
1,5,0.01,1000000,548957,5790287,625878,28618392,0,0,3577296,3577296
5,3,0.2,10000,2859158,6372652,558895,28618392,0,0,3577296,3577296
5,7,0.05,100000,1009860,7090441,1114485,27368832,0,0,3421101,3421101
2,4,0.05,10000,1020025,7140236,1282952,28602776,0,0,3575344,3575344
1,6,0.1,10000,2101131,6466969,1394910,27125304,0,0,3390660,3390660
5,4,0.05,100000,569746,6216751,928727,28617720,0,0,3577212,3577212
0,3,0.01,1000000,3538840,6853451,549340,28618392,0,0,3577296,3577296
2,4,0.01,100000,1860257,6810717,897315,28617720,0,0,3577212,3577212
3,3,0.1,100000,3216888,6612641,485209,28618392,0,0,3577296,3577296
4,4,0.2,10000,1677330,7250436,1003380,28602776,0,0,3575344,3575344
0,4,0.01,100000,1162874,7341331,946278,28617720,0,0,3577212,3577212
2,0,0.05,10000,2147,6147618,61742,192152,0,0,5019,24016
8,6,0.2,10000,1182085,7026821,1089328,27125304,0,0,3390660,3390660
0,5,0.2,10000,3575411,6486680,1033167,28603320,0,0,3575412,3575412
7,5,0.2,1000000,2714523,7020576,1022209,28618392,0,0,3577296,3577296
3,4,0.01,100000,2690337,6719442,919022,28617720,0,0,3577212,3577212
6,6,0.01,100000,3522177,6783797,1218566,28177448,0,0,3522178,3522178
2,3,0.1,100000,3216888,6617493,667285,28618392,0,0,3577296,3577296
7,0,0.2,100000,112228,7372524,74319,2114328,0,0,264288,264288
9,7,0.05,1000000,1712954,7108355,1148191,28248248,0,0,3531028,3531028
4,7,0.1,10000,3093007,6378381,893422,24744088,0,0,3093008,3093008
9,4,0.01,10000,712625,7084966,1004824,28602776,0,0,3575344,3575344
3,6,0.2,1000000,1463483,7204135,1049960,28412664,0,0,3551580,3551580
9,7,0.01,10000,1149864,5989422,904061,24744088,0,0,3093008,3093008
7,6,0.1,100000,3174390,6394033,1618709,28177448,0,0,3522178,3522178
6,7,0.01,1000000,1145441,7403768,1309064,28248248,0,0,3531028,3531028
5,4,0.01,100000,712606,6259922,883378,28617720,0,0,3577212,3577212
4,7,0.1,100000,2016445,6905123,1120248,27368832,0,0,3421101,3421101
1,0,0.2,100000,112228,7354014,137162,2114328,0,0,264288,264288
8,6,0.05,1000000,1942447,5944065,1151730,28412664,0,0,3551580,3551580
7,7,0.2,10000,1666939,5998001,956573,24744088,0,0,3093008,3093008
2,5,0.2,10000,1215818,5746219,996751,28603320,0,0,3575412,3575412
4,0,0.1,1000000,589780,6037988,836567,18716496,0,0,1441670,2339559
2,4,0.1,1000000,3269255,6722814,970182,28618392,0,0,3577296,3577296
8,3,0.05,100000,3395752,5789626,646851,28618392,0,0,3577296,3577296
2,5,0.2,1000000,1599628,6918936,1206599,28618392,0,0,3577296,3577296
1,0,0.1,1000000,589780,6981713,974528,18716496,0,0,1441670,2339559
8,5,0.1,10000,1694747,5926764,890486,28603320,0,0,3575412,3575412
0,6,0.2,1000000,1463483,6468423,1207411,28412664,0,0,3551580,3551580
7,4,0.1,1000000,3269255,6663773,901442,28618392,0,0,3577296,3577296
7,4,0.01,10000,712625,6716249,962268,28602776,0,0,3575344,3575344
7,3,0.05,1000000,3395752,7524199,615786,28618392,0,0,3577296,3577296
1,0,0.1,10000,24015,6132321,952,192152,0,0,24016,24016
3,6,0.05,1000000,1027876,7326416,1295414,28412664,0,0,3551580,3551580
5,6,0.05,1000000,369889,6982651,1059726,28412664,0,0,3535014,3551580
2,0,0.2,100000,112228,7417888,114618,2114328,0,0,264288,264288
5,0,0.05,10000,17872,6377847,60991,192152,0,0,24016,24016
1,4,0.2,100000,2866617,6589139,818258,28617720,0,0,3577212,3577212
0,7,0.2,10000,2628264,6950758,852853,24744088,0,0,3093008,3093008
8,0,0.05,10000,17872,7148687,1903,192152,0,0,24016,24016
2,0,0.1,1000000,589780,7376900,1392570,18716496,0,0,1441670,2339559
9,6,0.05,10000,1659173,6580521,1035333,27125304,0,0,3390660,3390660
7,6,0.1,10000,2591995,6062867,991118,27125304,0,0,3390660,3390660
8,0,0.05,1000000,1165994,7041746,1118536,18716496,0,0,2339559,2339559
2,6,0.01,100000,1140749,6357701,1240698,28177448,0,0,3522178,3522178
4,4,0.1,100000,3577211,6919106,944144,28617720,0,0,3577212,3577212
1,7,0.2,100000,595268,7377714,1129459,27368832,0,0,3421101,3421101
5,5,0.1,10000,3575411,5833548,847404,28603320,0,0,3575412,3575412
7,0,0.2,100000,198719,6383096,51915,2114328,0,0,264288,264288
9,5,0.05,1000000,941345,5910334,835350,28618392,0,0,3577296,3577296
1,0,0.1,1000000,1304823,6891481,872394,18716496,0,0,2339559,2339559
0,5,0.01,1000000,3577295,6473252,726458,28618392,0,0,3577296,3577296
4,7,0.2,10000,1666939,6975467,808829,24744088,0,0,3093008,3093008
5,5,0.05,100000,3577232,6246273,902389,28617888,0,0,3577233,3577233
7,0,0.05,1000000,613375,7019827,903228,18716496,0,0,1504081,2339559
6,6,0.01,1000000,1815992,7051768,1217874,28412664,0,0,3551580,3551580
3,5,0.05,10000,1987465,6951321,765234,28603320,0,0,3575412,3575412
8,4,0.01,10000,2690337,6273534,891400,28602776,0,0,3575344,3575344
8,5,0.01,100000,1832154,6945221,697566,28617888,0,0,3577233,3577233
6,3,0.05,1000000,3395752,5501196,505818,28618392,0,0,3577296,3577296
5,0,0.05,10000,6334,6907602,61297,192152,0,0,15072,24016
9,3,0.01,100000,3538840,6460966,569076,28618392,0,0,3577296,3577296
0,6,0.1,100000,3522177,6823102,1376356,28177448,0,0,3522178,3522178
8,4,0.2,1000000,1677330,5924369,1026540,28618392,0,0,3577296,3577296
3,3,0.1,100000,3216888,6383326,556604,28618392,0,0,3577296,3577296
8,5,0.2,1000000,1599628,6117650,852167,28618392,0,0,3577296,3577296
1,7,0.01,10000,1149864,7258326,974189,24744088,0,0,3093008,3093008
4,7,0.01,1000000,3531027,6625777,1028477,28248248,0,0,3531028,3531028
5,0,0.01,100000,201306,6794235,73149,2114328,0,0,264288,264288
8,7,0.01,1000000,1771731,7020875,1220605,28248248,0,0,3531028,3531028
4,5,0.05,100000,406156,6257207,899506,28617888,0,0,3577233,3577233
8,5,0.2,1000000,1599628,6636728,1054905,28618392,0,0,3577296,3577296
3,5,0.1,10000,855920,6941147,934314,28603320,0,0,3575412,3575412
8,5,0.01,1000000,548957,6549003,826126,28618392,0,0,3577296,3577296
9,0,0.01,1000000,1766293,6046189,1113795,18716496,0,0,2339559,2339559
9,5,0.01,10000,1082162,6196026,830199,28603320,0,0,3575412,3575412
8,0,0.1,1000000,589780,6708064,982967,18716496,0,0,1441670,2339559
9,6,0.01,10000,513223,6593368,925502,27125304,0,0,3390660,3390660
4,0,0.2,100000,198719,5992350,108160,2114328,0,0,264288,264288
4,6,0.01,100000,511890,7562692,1442436,28177448,0,0,3522178,3522178
9,4,0.05,10000,569838,5928948,1109503,28602776,0,0,3575344,3575344
8,6,0.05,1000000,2881517,6555498,1200525,28412664,0,0,3551580,3551580
1,6,0.2,100000,1178761,7164837,1234047,28177448,0,0,3522178,3522178
4,4,0.1,100000,3269213,6374967,918076,28617720,0,0,3577212,3577212
0,6,0.05,1000000,369889,5698678,1204684,28412664,0,0,3535014,3551580
7,7,0.1,10000,871629,5508296,999969,24744088,0,0,3093008,3093008
9,5,0.05,10000,2970122,4944677,737566,28603320,0,0,3575412,3575412
0,5,0.1,1000000,855923,5588263,718169,28618392,0,0,3577296,3577296
6,7,0.01,1000000,3531027,6359655,960630,28248248,0,0,3531028,3531028
5,3,0.2,1000000,2859158,6866686,397454,28618392,0,0,3577296,3577296
4,4,0.01,100000,712606,7253313,750311,28617720,0,0,3577212,3577212
