id,val,epsilon,univ,query,time_update,time_query,mem_usage,comp_count,comp_mem_avg,value
0,4,0.1,1000000,3269255,5967500,817293,28618392,0,0,3577296,3577296
5,7,0.01,1000000,1145441,7141872,1134424,28248248,0,0,3531028,3531028
6,0,0.2,100000,112228,5895249,127142,2114328,0,0,264288,264288
3,4,0.01,1000000,1860256,5791379,1074055,28618392,0,0,3577296,3577296
3,7,0.2,10000,3093007,7446165,861397,24744088,0,0,3093008,3093008
9,5,0.05,10000,1987465,6673251,792948,28603320,0,0,3575412,3575412
1,5,0.01,10000,2712332,6859887,663310,28603320,0,0,3575412,3575412
6,4,0.05,10000,1832068,5966120,896088,28602776,0,0,3575344,3575344
9,7,0.05,100000,1870227,6547581,998994,27368832,0,0,3421101,3421101
9,7,0.01,100000,3421100,5503408,768271,27368832,0,0,3421101,3421101
2,5,0.2,100000,1072953,6325982,743355,28617888,0,0,3577233,3577233
8,4,0.01,10000,3575343,7249457,939974,28602776,0,0,3575344,3575344
4,4,0.2,1000000,3577295,6818413,869503,28618392,0,0,3577296,3577296
4,5,0.2,1000000,1599628,6639098,817674,28618392,0,0,3577296,3577296
6,0,0.01,1000000,65491,7828942,958226,18716496,0,0,169583,2339559
1,0,0.2,100000,259904,6992583,83929,2114328,0,0,264288,264288
5,6,0.05,100000,1779991,6718123,1382934,28177448,0,0,3522178,3522178
7,7,0.01,100000,2586291,5669065,1069651,27368832,0,0,3421101,3421101
0,4,0.1,100000,3269213,6961282,916409,28617720,0,0,3577212,3577212
6,3,0.2,10000,3577295,6849821,482431,28618392,0,0,3577296,3577296
9,6,0.2,10000,3018440,7571719,1151457,27125304,0,0,3390660,3390660
6,5,0.2,10000,1215818,7031412,868239,28603320,0,0,3575412,3575412
7,4,0.2,1000000,2866659,7040594,1063405,28618392,0,0,3577296,3577296
9,4,0.05,1000000,1019924,6104763,842990,28618392,0,0,3577296,3577296
4,4,0.2,100000,1677330,5780362,889848,28617720,0,0,3577212,3577212
7,7,0.1,100000,988087,7495448,1280399,27368832,0,0,3421101,3421101
9,0,0.01,1000000,579608,6640087,816633,18716496,0,0,1424504,2339559
0,7,0.2,100000,2953678,6654600,1063412,27368832,0,0,3421101,3421101
2,7,0.05,100000,1009860,6943175,1084262,27368832,0,0,3421101,3421101
6,4,0.2,100000,1677330,7657143,908955,28617720,0,0,3577212,3577212
5,7,0.01,10000,1605542,7044202,992977,24744088,0,0,3093008,3093008
3,5,0.1,100000,855922,5848353,834891,28617888,0,0,3577233,3577233
1,6,0.05,100000,373852,5118077,1322639,28177448,0,0,3522178,3522178
7,6,0.05,1000000,369889,7446675,1284391,28412664,0,0,3535014,3551580
5,5,0.2,10000,2514249,6174834,1065433,28603320,0,0,3575412,3575412
4,7,0.05,10000,3093007,7507207,975287,24744088,0,0,3093008,3093008
8,5,0.2,100000,1801350,6604444,964245,28617888,0,0,3577233,3577233
8,0,0.2,1000000,2225557,7189618,1111850,18716496,0,0,2339559,2339559
3,6,0.05,10000,381288,6862908,1270403,27125304,0,0,3390660,3390660
2,5,0.01,100000,1082144,6878415,894002,28617888,0,0,3577233,3577233
1,4,0.1,1000000,973741,6388689,848560,28618392,0,0,3577296,3577296
2,4,0.2,10000,1677330,6898325,895774,28602776,0,0,3575344,3575344
5,7,0.2,100000,595268,6561495,1221914,27368832,0,0,3421101,3421101
3,0,0.1,100000,67102,6925526,114165,2114328,0,0,172430,264288
6,7,0.1,10000,2579076,6189776,917895,24744088,0,0,3093008,3093008
9,0,0.01,1000000,65491,7534337,1159086,18716496,0,0,169583,2339559
3,3,0.2,1000000,3577295,5912314,822625,28618392,0,0,3577296,3577296
3,7,0.2,1000000,2938482,6454842,1242869,28248248,0,0,3531028,3531028
5,7,0.05,1000000,1004199,7328901,1221092,28248248,0,0,3531028,3531028
7,4,0.05,100000,1019962,6299004,804553,28617720,0,0,3577212,3577212
0,6,0.1,1000000,857453,6755473,1261331,28412664,0,0,3549079,3551580
5,3,0.2,10000,3577295,6505787,415319,28618392,0,0,3577296,3577296
6,7,0.01,10000,3093007,7845605,1045500,24744088,0,0,3093008,3093008
2,7,0.05,10000,2453694,6959787,789839,24744088,0,0,3093008,3093008
7,6,0.2,1000000,3551579,6554592,1233189,28412664,0,0,3551580,3551580
7,7,0.2,1000000,1763586,7348011,1166862,28248248,0,0,3531028,3531028
5,0,0.05,1000000,2339558,7227096,1073763,18716496,0,0,2339559,2339559
4,0,0.05,1000000,252671,6042304,925511,18716496,0,0,617095,2339559
6,5,0.1,1000000,3577295,7163962,992743,28618392,0,0,3577296,3577296
3,3,0.05,10000,3395752,6747595,537205,28618392,0,0,3577296,3577296
3,4,0.2,100000,3577211,6596621,771560,28617720,0,0,3577212,3577212
4,6,0.05,1000000,1027876,6442449,913235,28412664,0,0,3551580,3551580
5,7,0.05,10000,3093007,7971922,801618,24744088,0,0,3093008,3093008
6,6,0.05,100000,1028499,6133376,910638,28177448,0,0,3522178,3522178
1,0,0.1,1000000,589780,6322566,1027964,18716496,0,0,1441670,2339559
5,4,0.01,100000,1860257,6908276,949267,28617720,0,0,3577212,3577212
5,6,0.1,10000,2591995,5378872,986648,27125304,0,0,3390660,3390660
6,7,0.01,100000,1146540,6565960,1246774,27368832,0,0,3421101,3421101
0,3,0.1,1000000,3216888,6544161,556978,28618392,0,0,3577296,3577296
5,4,0.01,10000,3575343,6575290,883376,28602776,0,0,3575344,3575344
4,7,0.1,1000000,1891099,7369334,1196580,28248248,0,0,3531028,3531028
4,4,0.2,100000,3577211,6665205,974997,28617720,0,0,3577212,3577212
7,4,0.05,100000,1832094,6189548,892817,28617720,0,0,3577212,3577212
7,3,0.1,1000000,3577295,5728224,296461,28618392,0,0,3577296,3577296
3,7,0.05,10000,1026150,6645058,1036477,24744088,0,0,3093008,3093008
6,4,0.05,100000,1019962,5717847,833190,28617720,0,0,3577212,3577212
7,0,0.01,100000,201306,7030810,83546,2114328,0,0,264288,264288
0,6,0.1,1000000,3551579,6226020,1290260,28412664,0,0,3551580,3551580
4,6,0.2,1000000,3551579,5955478,982600,28412664,0,0,3551580,3551580
7,4,0.01,100000,1860257,7278138,1135884,28617720,0,0,3577212,3577212
7,6,0.01,10000,1142065,6003975,1007630,27125304,0,0,3390660,3390660
0,4,0.1,1000000,1918598,7001249,937500,28618392,0,0,3577296,3577296
9,3,0.2,100000,2859158,6139767,344109,28618392,0,0,3577296,3577296
7,7,0.2,1000000,2938482,7655313,1296669,28248248,0,0,3531028,3531028
1,7,0.05,1000000,1712954,6151928,1471511,28248248,0,0,3531028,3531028
0,3,0.2,10000,2859158,6348298,535896,28618392,0,0,3577296,3577296
5,3,0.2,100000,2859158,6281617,468228,28618392,0,0,3577296,3577296
3,0,0.01,1000000,1171769,6198160,927707,18716496,0,0,2339559,2339559
3,4,0.01,100000,3577211,6641458,1001491,28617720,0,0,3577212,3577212
9,3,0.01,10000,3538840,5884185,533982,28618392,0,0,3577296,3577296
7,4,0.01,10000,1162893,7507565,846562,28602776,0,0,3575344,3575344
9,4,0.1,10000,3575343,5121687,864608,28602776,0,0,3575344,3575344
2,6,0.01,10000,1754469,6348707,1032126,27125304,0,0,3390660,3390660
9,5,0.2,100000,2608931,7486246,930093,28617888,0,0,3577233,3577233
8,3,0.2,10000,2859158,6158321,706933,28618392,0,0,3577296,3577296
6,7,0.05,10000,1026150,6488779,737258,24744088,0,0,3093008,3093008
5,7,0.01,100000,1146540,6187525,853888,27368832,0,0,3421101,3421101
2,4,0.2,10000,3575343,6861282,545418,28602776,0,0,3575344,3575344
1,3,0.1,10000,3216888,6663512,490190,28618392,0,0,3577296,3577296
1,6,0.01,10000,1754469,6616809,1136820,27125304,0,0,3390660,3390660
9,4,0.01,100000,1162874,6081184,1197448,28617720,0,0,3577212,3577212
7,3,0.2,100000,2859158,6421258,449369,28618392,0,0,3577296,3577296
8,4,0.05,100000,569746,6875067,1015477,28617720,0,0,3577212,3577212
0,6,0.01,1000000,1140448,7549814,1341642,28412664,0,0,3551580,3551580
1,4,0.1,10000,1918598,6218020,703020,28602776,0,0,3575344,3575344
8,6,0.01,100000,511890,6852904,1164172,28177448,0,0,3522178,3522178
8,5,0.2,10000,2514249,6552746,980542,28603320,0,0,3575412,3575412
8,6,0.01,100000,2671103,7329794,1154548,28177448,0,0,3522178,3522178
3,5,0.2,1000000,2714523,6277011,893235,28618392,0,0,3577296,3577296
7,5,0.05,100000,3577232,5792284,859118,28617888,0,0,3577233,3577233
6,0,0.2,100000,259904,5946581,153535,2114328,0,0,264288,264288
0,3,0.05,1000000,3395752,7504600,545154,28618392,0,0,3577296,3577296
8,6,0.2,100000,1178761,6182079,1002253,28177448,0,0,3522178,3522178
0,7,0.01,100000,1728967,6884557,999374,27368832,0,0,3421101,3421101
3,4,0.1,10000,3575343,6573893,811569,28602776,0,0,3575344,3575344
4,6,0.05,10000,1659173,6640842,1088222,27125304,0,0,3390660,3390660
1,6,0.05,1000000,3551579,6979643,1192002,28412664,0,0,3551580,3551580
3,3,0.01,1000000,3538840,6501435,465465,28618392,0,0,3577296,3577296
2,4,0.01,1000000,712605,6879515,881757,28618392,0,0,3577296,3577296
7,5,0.05,1000000,941345,6606454,991191,28618392,0,0,3577296,3577296
8,0,0.1,10000,24015,6812737,982,192152,0,0,24016,24016
3,7,0.2,100000,3421100,6114513,1177205,27368832,0,0,3421101,3421101
1,4,0.05,1000000,569741,5735894,1045186,28618392,0,0,3577296,3577296
2,6,0.01,100000,3522177,6329213,1207620,28177448,0,0,3522178,3522178
0,7,0.1,100000,2016445,5744633,1200375,27368832,0,0,3421101,3421101
4,4,0.1,100000,396192,6613766,742918,28617720,0,0,3577212,3577212
8,4,0.01,100000,712606,6356334,781466,28617720,0,0,3577212,3577212
9,0,0.1,10000,17627,6721259,1019,192152,0,0,24016,24016
0,5,0.05,100000,406156,7352584,873663,28617888,0,0,3577233,3577233
9,6,0.01,1000000,511613,6439124,957467,28412664,0,0,3539501,3551580
9,0,0.01,10000,24015,6346018,968,192152,0,0,24016,24016
2,7,0.2,1000000,1763586,6955406,1371474,28248248,0,0,3531028,3531028
6,6,0.2,10000,2068574,6534659,1195718,27125304,0,0,3390660,3390660
9,0,0.2,10000,10322,6940867,955,192152,0,0,24016,24016
2,3,0.01,1000000,3538840,5758175,528207,28618392,0,0,3577296,3577296
6,6,0.01,10000,3390659,6489405,877355,27125304,0,0,3390660,3390660
0,7,0.1,100000,838694,6297605,764378,27368832,0,0,3421101,3421101
5,0,0.05,1000000,613375,7484787,1093570,18716496,0,0,1504081,2339559
6,4,0.2,100000,3577211,6304124,534772,28617720,0,0,3577212,3577212
3,6,0.05,10000,2762264,5468973,1166949,27125304,0,0,3390660,3390660
8,3,0.05,1000000,3577295,5870505,527603,28618392,0,0,3577296,3577296
5,0,0.01,10000,18269,6850694,962,192152,0,0,24016,24016
5,7,0.01,1000000,2663355,6722512,1043750,28248248,0,0,3531028,3531028
1,0,0.05,100000,27050,7645227,73277,2114328,0,0,84759,264288
4,0,0.1,100000,232327,7588660,133627,2114328,0,0,264288,264288
0,3,0.01,10000,3538840,6130748,565924,28618392,0,0,3577296,3577296
2,3,0.1,1000000,3216888,6639055,401915,28618392,0,0,3577296,3577296
6,5,0.01,10000,1832172,5479947,792279,28603320,0,0,3575412,3575412
6,4,0.01,100000,712606,6549942,838869,28617720,0,0,3577212,3577212
7,6,0.2,100000,2008010,5821234,1281163,28177448,0,0,3522178,3522178
0,3,0.1,1000000,3577295,7367074,633991,28618392,0,0,3577296,3577296
1,0,0.1,100000,67102,6564736,105869,2114328,0,0,172430,264288
1,4,0.1,10000,3268279,6562501,863225,28602776,0,0,3575344,3575344
7,0,0.05,100000,263686,6966464,124429,2114328,0,0,264288,264288
4,4,0.05,100000,2778730,7675205,808824,28617720,0,0,3577212,3577212
4,6,0.2,10000,3018440,6551404,986536,27125304,0,0,3390660,3390660
8,0,0.05,10000,23636,6806322,951,192152,0,0,24016,24016
8,6,0.05,100000,2591403,5936421,1185728,28177448,0,0,3522178,3522178
4,7,0.01,100000,2586291,6635185,1198980,27368832,0,0,3421101,3421101
9,6,0.1,1000000,3040225,7003934,1387395,28412664,0,0,3551580,3551580
1,0,0.05,1000000,1165994,6200458,797161,18716496,0,0,2339559,2339559
3,3,0.1,10000,3216888,6613776,471714,28618392,0,0,3577296,3577296
9,6,0.1,10000,2101131,6865999,1194236,27125304,0,0,3390660,3390660
5,3,0.2,100000,2859158,7040655,494017,28618392,0,0,3577296,3577296
9,7,0.01,100000,1146540,7662168,1258323,27368832,0,0,3421101,3421101
5,3,0.1,10000,3577295,6201692,435069,28618392,0,0,3577296,3577296
7,0,0.1,10000,5087,6809270,951,192152,0,0,12209,24016
0,0,0.2,10000,10322,5898187,928,192152,0,0,24016,24016
7,0,0.01,100000,69760,7055303,133571,2114328,0,0,176653,264288
5,5,0.05,100000,1987465,6428466,1083135,28617888,0,0,3577233,3577233
9,4,0.1,1000000,1918598,6722770,749030,28618392,0,0,3577296,3577296
3,5,0.05,10000,406273,5613810,808824,28603320,0,0,3575412,3575412
7,3,0.01,100000,3538840,7239204,604112,28618392,0,0,3577296,3577296
0,0,0.01,1000000,1171769,6731761,994438,18716496,0,0,2339559,2339559
4,7,0.05,1000000,1712954,7924961,1368500,28248248,0,0,3531028,3531028
5,4,0.2,100000,1677330,6734482,782455,28617720,0,0,3577212,3577212
3,4,0.1,1000000,3577295,6570936,682797,28618392,0,0,3577296,3577296
0,0,0.2,1000000,2225557,7719380,1059948,18716496,0,0,2339559,2339559
1,7,0.1,100000,3421100,7523640,1342801,27368832,0,0,3421101,3421101
9,7,0.01,10000,2327872,6909700,1031667,24744088,0,0,3093008,3093008
1,7,0.1,1000000,1891099,6743807,1248933,28248248,0,0,3531028,3531028
9,6,0.05,10000,381288,6274242,1133198,27125304,0,0,3390660,3390660
7,5,0.01,100000,1082144,6725400,1064012,28617888,0,0,3577233,3577233
4,3,0.1,1000000,3577295,5588602,463173,28618392,0,0,3577296,3577296
2,4,0.1,10000,3575343,6759891,971198,28602776,0,0,3575344,3575344
0,5,0.01,10000,548975,6941360,922508,28603320,0,0,3575412,3575412
0,5,0.05,10000,3575411,6260373,822344,28603320,0,0,3575412,3575412
1,5,0.01,1000000,2712332,5653825,732004,28618392,0,0,3577296,3577296
3,6,0.05,1000000,3551579,7103202,1206371,28412664,0,0,3551580,3551580
5,5,0.2,1000000,1599628,6151332,917416,28618392,0,0,3577296,3577296
7,5,0.1,100000,3577232,6068028,961567,28617888,0,0,3577233,3577233
9,7,0.2,10000,1666939,6628007,1056896,24744088,0,0,3093008,3093008
9,0,0.01,100000,133344,6933872,63464,2114328,0,0,264288,264288
4,6,0.1,100000,1898209,6519235,1127873,28177448,0,0,3522178,3522178
0,3,0.2,10000,2859158,7617460,389507,28618392,0,0,3577296,3577296
0,0,0.1,10000,17627,6339946,1126,192152,0,0,24016,24016
1,4,0.2,1000000,1677330,6793710,1032671,28618392,0,0,3577296,3577296
8,3,0.1,100000,3577295,5931145,526543,28618392,0,0,3577296,3577296
2,7,0.1,100000,2554884,6225750,824505,27368832,0,0,3421101,3421101
8,0,0.1,100000,146757,6883611,115699,2114328,0,0,264288,264288
3,3,0.01,10000,3538840,6286113,471514,28618392,0,0,3577296,3577296
8,4,0.1,1000000,1918598,5906155,803234,28618392,0,0,3577296,3577296
5,3,0.05,100000,3395752,5701955,447254,28618392,0,0,3577296,3577296
1,0,0.2,1000000,2225557,6929977,926640,18716496,0,0,2339559,2339559
4,0,0.1,10000,5087,7374437,939,192152,0,0,12209,24016
9,7,0.2,10000,3093007,6690642,720427,24744088,0,0,3093008,3093008
7,6,0.01,10000,513223,6094111,1192688,27125304,0,0,3390660,3390660
2,0,0.2,10000,22917,6596376,1080,192152,0,0,24016,24016
0,5,0.01,1000000,2712332,6441544,913306,28618392,0,0,3577296,3577296
6,7,0.01,10000,1149864,5130998,871310,24744088,0,0,3093008,3093008
9,3,0.2,10000,2859158,5857745,415083,28618392,0,0,3577296,3577296
8,3,0.2,10000,2859158,5515466,327727,28618392,0,0,3577296,3577296
8,3,0.2,100000,2859158,6533061,392083,28618392,0,0,3577296,3577296
6,7,0.01,1000000,2663355,6980499,1136300,28248248,0,0,3531028,3531028
4,5,0.05,1000000,3577295,6167142,795265,28618392,0,0,3577296,3577296
1,7,0.05,10000,3093007,6388418,922016,24744088,0,0,3093008,3093008
9,7,0.1,10000,871629,5648384,883177,24744088,0,0,3093008,3093008
7,7,0.1,10000,1614536,6521335,869133,24744088,0,0,3093008,3093008
9,6,0.05,100000,1028499,6233394,952438,28177448,0,0,3522178,3522178
2,3,0.05,10000,3395752,5850564,372262,28618392,0,0,3577296,3577296
4,5,0.05,100000,1987465,6406115,656123,28617888,0,0,3577233,3577233
4,5,0.05,100000,3577232,6272507,806859,28617888,0,0,3577233,3577233
8,0,0.01,100000,264287,5547087,124704,2114328,0,0,264288,264288
8,7,0.01,10000,1149864,6620058,1451071,24744088,0,0,3093008,3093008
1,3,0.01,1000000,3538840,5713518,301620,28618392,0,0,3577296,3577296
0,3,0.05,100000,3395752,5750595,545249,28618392,0,0,3577296,3577296
0,6,0.2,1000000,2437296,5580633,833008,28412664,0,0,3551580,3551580
8,7,0.05,1000000,3444127,7179057,1165763,28248248,0,0,3531028,3531028
3,6,0.01,1000000,2671132,7372241,1094942,28412664,0,0,3551580,3551580
5,5,0.2,100000,1072953,6679260,765989,28617888,0,0,3577233,3577233
5,4,0.1,100000,973741,6379243,791080,28617720,0,0,3577212,3577212
4,3,0.05,100000,3395752,5801880,522698,28618392,0,0,3577296,3577296
9,4,0.01,10000,3575343,6553585,870075,28602776,0,0,3575344,3575344
4,4,0.01,100000,2690337,6423313,787181,28617720,0,0,3577212,3577212
7,0,0.01,1000000,2339558,6437637,835464,18716496,0,0,2339559,2339559
9,6,0.1,10000,857685,6062999,1221425,27125304,0,0,3390660,3390660
9,4,0.2,1000000,1677330,6473210,737073,28618392,0,0,3577296,3577296
7,0,0.01,100000,7155,6565032,96609,2114328,0,0,16983,264288
5,7,0.2,100000,3421100,6770719,1044068,27368832,0,0,3421101,3421101
8,6,0.1,100000,3174390,5888374,1292061,28177448,0,0,3522178,3522178
2,5,0.2,1000000,3577295,5775517,906288,28618392,0,0,3577296,3577296
7,4,0.05,1000000,569741,5373659,910152,28618392,0,0,3577296,3577296
7,5,0.05,100000,406156,5628775,963637,28617888,0,0,3577233,3577233
7,7,0.2,1000000,3531027,6502755,1109088,28248248,0,0,3531028,3531028
9,0,0.01,10000,18269,6567378,942,192152,0,0,24016,24016
8,7,0.2,1000000,2938482,6369533,1068548,28248248,0,0,3531028,3531028
8,0,0.1,1000000,2050374,6461285,848704,18716496,0,0,2339559,2339559
2,7,0.01,1000000,3531027,6114268,1360505,28248248,0,0,3531028,3531028
8,0,0.1,100000,67102,5495485,143611,2114328,0,0,172430,264288
5,5,0.2,100000,1801350,5292895,900218,28617888,0,0,3577233,3577233
7,3,0.01,1000000,3538840,6200958,511762,28618392,0,0,3577296,3577296
2,7,0.01,100000,3421100,6151259,920196,27368832,0,0,3421101,3421101
5,6,0.2,1000000,2437296,6032447,1260053,28412664,0,0,3551580,3551580
5,6,0.2,10000,1182085,6433362,1064213,27125304,0,0,3390660,3390660
6,7,0.2,10000,1666939,6580749,946252,24744088,0,0,3093008,3093008
7,7,0.2,100000,2953678,6035569,985230,27368832,0,0,3421101,3421101
8,6,0.05,10000,381288,6380940,919630,27125304,0,0,3390660,3390660
3,3,0.1,10000,3216888,5849860,441764,28618392,0,0,3577296,3577296
7,6,0.05,100000,373852,6399313,1434369,28177448,0,0,3522178,3522178
3,5,0.05,1000000,941345,5729056,732373,28618392,0,0,3577296,3577296
7,6,0.01,10000,1754469,6318576,948029,27125304,0,0,3390660,3390660
0,7,0.1,100000,3421100,6574028,1189931,27368832,0,0,3421101,3421101
2,4,0.2,1000000,1677330,6603176,970168,28618392,0,0,3577296,3577296
6,4,0.1,1000000,3269255,6532586,938482,28618392,0,0,3577296,3577296
0,4,0.1,100000,1918598,6290553,942734,28617720,0,0,3577212,3577212
5,5,0.01,10000,548975,6829399,870602,28603320,0,0,3575412,3575412
6,0,0.2,100000,112228,6446734,169916,2114328,0,0,264288,264288
3,7,0.2,100000,1833759,5759320,990105,27368832,0,0,3421101,3421101
0,5,0.2,1000000,3577295,5303417,798437,28618392,0,0,3577296,3577296
9,0,0.2,10000,22917,6202638,967,192152,0,0,24016,24016
9,3,0.2,100000,2859158,5802924,437084,28618392,0,0,3577296,3577296
2,7,0.1,1000000,828190,6109722,1066413,28248248,0,0,3524573,3531028
7,6,0.1,1000000,857453,5889228,967745,28412664,0,0,3549079,3551580
0,7,0.01,1000000,1145441,6549527,1063968,28248248,0,0,3531028,3531028
0,6,0.1,100000,3174390,6618098,1307329,28177448,0,0,3522178,3522178
8,3,0.05,1000000,3395752,5698542,557181,28618392,0,0,3577296,3577296
9,4,0.05,100000,1832094,5965862,934882,28617720,0,0,3577212,3577212
3,0,0.05,100000,263686,6017591,13603,2114328,0,0,264288,264288
8,7,0.01,100000,1146540,4839417,1245063,27368832,0,0,3421101,3421101
8,0,0.2,10000,22917,5988654,50999,192152,0,0,24016,24016
2,3,0.05,10000,3395752,5945069,728325,28618392,0,0,3577296,3577296
7,4,0.01,1000000,1162873,5841972,1269201,28618392,0,0,3577296,3577296
5,7,0.01,10000,1149864,5813940,745841,24744088,0,0,3093008,3093008
2,0,0.2,10000,10322,6019884,949,192152,0,0,24016,24016
8,4,0.1,100000,396192,5667247,793732,28617720,0,0,3577212,3577212
5,7,0.05,1000000,1004199,6263174,1183916,28248248,0,0,3531028,3531028
5,3,0.05,100000,3577295,5754227,314006,28618392,0,0,3577296,3577296
8,4,0.01,100000,3577211,6988879,1430351,28617720,0,0,3577212,3577212
2,4,0.05,10000,569838,5783331,744359,28602776,0,0,3575344,3575344
9,7,0.2,1000000,1763586,6511016,1071995,28248248,0,0,3531028,3531028
9,4,0.01,1000000,2690337,5295282,1041134,28618392,0,0,3577296,3577296
4,5,0.05,10000,1987465,7251071,815131,28603320,0,0,3575412,3575412
6,7,0.2,100000,3421100,7365451,1652703,27368832,0,0,3421101,3421101
3,4,0.2,10000,3575343,6560104,901004,28602776,0,0,3575344,3575344
7,6,0.1,10000,2101131,7621700,913115,27125304,0,0,3390660,3390660
7,5,0.2,1000000,1599628,5447979,898011,28618392,0,0,3577296,3577296
2,7,0.01,10000,1149864,5938521,1062564,24744088,0,0,3093008,3093008
6,0,0.05,1000000,252671,5863499,964774,18716496,0,0,617095,2339559
2,6,0.05,100000,1028499,7758479,931352,28177448,0,0,3522178,3522178
4,3,0.05,1000000,3395752,6769105,481950,28618392,0,0,3577296,3577296
2,0,0.1,1000000,2050374,6750686,1073264,18716496,0,0,2339559,2339559
9,5,0.05,10000,941468,5544916,887089,28603320,0,0,3575412,3575412
0,4,0.01,1000000,3577295,5848695,850092,28618392,0,0,3577296,3577296
9,6,0.1,100000,857476,5876550,1078705,28177448,0,0,3522178,3522178
8,5,0.01,1000000,1082143,5707324,1013441,28618392,0,0,3577296,3577296
0,4,0.01,10000,1162893,5887961,819279,28602776,0,0,3575344,3575344
0,6,0.01,10000,2581989,5681002,894040,27125304,0,0,3390660,3390660
5,7,0.2,1000000,2938482,5483016,977762,28248248,0,0,3531028,3531028
3,6,0.01,1000000,1815992,6061467,1247972,28412664,0,0,3551580,3551580
8,0,0.2,1000000,1005800,6177213,1042725,18716496,0,0,2339559,2339559
9,0,0.01,100000,264287,5487502,86971,2114328,0,0,264288,264288
5,7,0.1,1000000,1405920,6236522,1217819,28248248,0,0,3531028,3531028
6,5,0.05,100000,1987465,5790314,784137,28617888,0,0,3577233,3577233
1,6,0.1,100000,857476,6730961,1309057,28177448,0,0,3522178,3522178
1,7,0.01,1000000,1145441,7985567,1119491,28248248,0,0,3531028,3531028
6,7,0.2,1000000,2938482,5584671,1069703,28248248,0,0,3531028,3531028
6,5,0.2,1000000,1599628,5429213,918974,28618392,0,0,3577296,3577296
4,6,0.01,10000,2581989,6294158,1073091,27125304,0,0,3390660,3390660
8,7,0.05,10000,3093007,5829083,974535,24744088,0,0,3093008,3093008
1,6,0.01,10000,3390659,6095524,1175359,27125304,0,0,3390660,3390660
8,3,0.01,10000,3538840,6344274,578683,28618392,0,0,3577296,3577296
2,6,0.2,100000,3023632,6736786,1175760,28177448,0,0,3522178,3522178
9,5,0.01,10000,2712332,5527118,706976,28603320,0,0,3575412,3575412
3,0,0.2,1000000,1005800,5837942,821810,18716496,0,0,2339559,2339559
6,7,0.1,10000,871629,6247322,1053577,24744088,0,0,3093008,3093008
3,7,0.1,100000,3421100,6307865,903399,27368832,0,0,3421101,3421101
5,6,0.01,10000,2581989,5732296,785960,27125304,0,0,3390660,3390660
0,0,0.1,10000,5087,6527831,55683,192152,0,0,12209,24016
6,5,0.01,10000,1082162,5218382,788414,28603320,0,0,3575412,3575412
6,3,0.2,10000,2859158,6609326,562411,28618392,0,0,3577296,3577296
3,3,0.05,10000,3395752,6543247,302342,28618392,0,0,3577296,3577296
3,0,0.2,10000,10322,6509251,969,192152,0,0,24016,24016
0,5,0.2,1000000,1599628,6189191,821241,28618392,0,0,3577296,3577296
9,5,0.01,10000,548975,5777272,1075344,28603320,0,0,3575412,3575412
3,7,0.01,100000,2586291,6258788,898075,27368832,0,0,3421101,3421101
4,5,0.1,1000000,1695850,7002192,784285,28618392,0,0,3577296,3577296
5,3,0.05,1000000,3395752,6143318,466186,28618392,0,0,3577296,3577296
9,4,0.1,1000000,396185,5788366,957984,28618392,0,0,3577294,3577296
3,7,0.2,10000,1666939,7540656,1199390,24744088,0,0,3093008,3093008
9,3,0.05,1000000,3395752,5439068,576310,28618392,0,0,3577296,3577296
5,0,0.05,10000,2147,5509908,2799,192152,0,0,5019,24016
4,4,0.2,1000000,1677330,5919627,788543,28618392,0,0,3577296,3577296
3,3,0.05,1000000,3395752,6446580,572762,28618392,0,0,3577296,3577296
2,7,0.01,100000,1728967,5986296,993275,27368832,0,0,3421101,3421101
6,0,0.1,100000,232327,6726186,33758,2114328,0,0,264288,264288
4,3,0.01,10000,3538840,5516737,610673,28618392,0,0,3577296,3577296
7,5,0.05,100000,1987465,5919145,919846,28617888,0,0,3577233,3577233
7,3,0.01,10000,3577295,5732091,578568,28618392,0,0,3577296,3577296
9,5,0.1,10000,1694747,6327353,834198,28603320,0,0,3575412,3575412
2,7,0.05,100000,1870227,6161140,1022081,27368832,0,0,3421101,3421101
2,0,0.2,100000,259904,6376927,132581,2114328,0,0,264288,264288
5,0,0.01,100000,7155,6657872,134430,2114328,0,0,16983,264288
8,3,0.01,1000000,3538840,6494700,404929,28618392,0,0,3577296,3577296
8,5,0.01,1000000,3577295,6322829,738466,28618392,0,0,3577296,3577296
9,3,0.2,100000,3577295,5429556,518270,28618392,0,0,3577296,3577296
1,3,0.1,100000,3216888,7595223,505085,28618392,0,0,3577296,3577296
5,5,0.05,100000,406156,5696099,660868,28617888,0,0,3577233,3577233
3,3,0.1,100000,3216888,6180407,313533,28618392,0,0,3577296,3577296
7,3,0.2,10000,2859158,5856785,497492,28618392,0,0,3577296,3577296
5,0,0.2,100000,198719,5710684,147291,2114328,0,0,264288,264288
8,5,0.05,100000,406156,6623073,917780,28617888,0,0,3577233,3577233
0,4,0.1,10000,973741,6211208,729543,28602776,0,0,3575344,3575344
0,3,0.2,100000,2859158,5617331,330611,28618392,0,0,3577296,3577296
7,3,0.2,100000,2859158,5993208,606371,28618392,0,0,3577296,3577296
0,0,0.1,10000,5087,6509055,993,192152,0,0,12209,24016
3,0,0.05,1000000,252671,6158808,794612,18716496,0,0,617095,2339559
